member_id,loan_status,int_rate,Bin_int,dti,Bin_dti,Default_flag,No_of_Enquiry,enq_buckets,annual_inc,Income_bins,home_ownership,purpose,open_acc,emp_length,verification_status,delinq_2yrs,loan_amnt,Bins_loan_amt
LC10181,Fully Paid,16.89%,18,19.39,19,0,2,1-4,50000,4,MORTGAGE,debt_consolidation,4,2 years,Source Verified,0,30000,25
LC10182,Fully Paid,5.99%,1,14.06,14,0,0,0,39600,3,MORTGAGE,debt_consolidation,21,2 years,Verified,0,18000,15
LC10183,Fully Paid,13.99%,13,15.4,15,0,2,1-4,159996,12,MORTGAGE,credit_card,4,6 years,Not Verified,0,7500,6
LC10184,Fully Paid,11.49%,10,24.41,24,0,0,0,20400,2,OWN,debt_consolidation,8,6 years,Verified,0,21000,18
LC10185,Charged Off,12.99%,12,9.26,9,1,0,0,32000,3,MORTGAGE,debt_consolidation,9,10+ years,Verified,0,32000,27
LC10186,Fully Paid,13.49%,13,2.49,3,0,0,0,40000,3,MORTGAGE,moving,4,LT 1year,Source Verified,0,1100,1
LC10187,Fully Paid,5.99%,1,6.74,7,0,0,0,230000,18,RENT,small_business,4,10+ years,Not Verified,1,11200,9
LC10188,Fully Paid,15.99%,16,17.63,18,0,0,0,66000,5,RENT,debt_consolidation,7,10+ years,Source Verified,0,5000,4
LC10189,Fully Paid,9.99%,7,21.73,22,0,1,1-4,90000,7,MORTGAGE,debt_consolidation,6,3 years,Not Verified,0,12000,10
LC1019,Fully Paid,12.69%,11,9.67,10,0,1,1-4,100000,8,MORTGAGE,home_improvement,5,LT 1year,Not Verified,0,15000,13
LC10190,Charged Off,16.49%,17,1.48,2,1,1,1-4,95004,7,RENT,debt_consolidation,7,6 years,Verified,0,10000,8
LC10191,Fully Paid,17.99%,20,6.35,7,0,0,0,85000,7,MORTGAGE,debt_consolidation,5,5 years,Not Verified,0,2100,2
LC10192,Fully Paid,15.62%,16,5.68,6,0,0,0,66500,5,RENT,small_business,9,10+ years,Not Verified,1,10000,8
LC10193,Fully Paid,11.49%,10,14.37,14,0,3,1-4,210000,16,MORTGAGE,debt_consolidation,9,4 years,Not Verified,0,5000,4
LC10194,Fully Paid,5.42%,1,14.23,14,0,0,0,58000,5,MORTGAGE,small_business,7,LT 1year,Not Verified,0,6875,6
LC10195,Fully Paid,22.11%,26,19.64,19,0,0,0,140000,11,MORTGAGE,wedding,12,2 years,Not Verified,0,12000,10
LC10196,Charged Off,5.42%,1,6.1,6,1,0,0,12600,1,MORTGAGE,debt_consolidation,15,LT 1year,Source Verified,0,7100,6
LC10197,Fully Paid,13.99%,13,14.98,15,0,2,1-4,118000,9,OWN,wedding,10,9 years,Not Verified,0,8000,7
LC10198,Fully Paid,13.49%,13,1.03,1,0,1,1-4,40800,3,OWN,major_purchase,8,4 years,Verified,0,1400,1
LC10199,Fully Paid,9.99%,7,10.85,11,0,1,1-4,120000,9,RENT,debt_consolidation,6,6 years,Verified,0,7000,6
LC102,Fully Paid,7.90%,4,12.87,13,0,0,0,51000,4,MORTGAGE,debt_consolidation,4,3 years,Not Verified,0,10000,8
LC1020,Charged Off,6.03%,1,24.3,24,1,0,0,27600,2,MORTGAGE,credit_card,7,8 years,Not Verified,0,12000,10
LC10200,Fully Paid,20.99%,24,22.68,22,0,0,0,93000,7,MORTGAGE,debt_consolidation,7,10+ years,Not Verified,0,12000,10
LC10201,Fully Paid,5.99%,1,22.28,22,0,0,0,21600,2,RENT,credit_card,14,10+ years,Verified,0,25875,22
LC10202,Fully Paid,11.49%,10,13.38,13,0,1,1-4,86400,7,RENT,other,6,1 year,Not Verified,0,4200,4
LC10203,Fully Paid,13.99%,13,22.29,22,0,1,1-4,83000,7,MORTGAGE,debt_consolidation,7,5 years,Verified,0,21500,18
LC10204,Fully Paid,10.99%,9,22.46,22,0,1,1-4,57000,5,MORTGAGE,credit_card,6,LT 1year,Source Verified,0,9800,8
LC10205,Fully Paid,12.99%,12,10.01,10,0,0,0,35368,3,RENT,debt_consolidation,14,LT 1year,Verified,1,13250,11
LC10206,Fully Paid,8.49%,5,5.95,6,0,1,1-4,88000,7,RENT,debt_consolidation,7,1 year,Not Verified,0,16000,14
LC10207,Fully Paid,20.99%,24,11.31,11,0,1,1-4,70000,6,RENT,debt_consolidation,11,9 years,Verified,0,24000,20
LC10208,Fully Paid,17.49%,19,16.56,17,0,0,0,50000,4,MORTGAGE,debt_consolidation,10,4 years,Source Verified,0,11200,9
LC10209,Charged Off,19.69%,22,16.23,16,1,1,1-4,40512,3,RENT,debt_consolidation,19,10+ years,Verified,0,35000,29
LC1021,Fully Paid,14.27%,14,4.07,4,0,0,0,43000,3,MORTGAGE,home_improvement,4,n/a,Verified,0,15000,13
LC10210,Fully Paid,11.49%,10,19.14,19,0,0,0,39000,3,RENT,debt_consolidation,4,5 years,Not Verified,0,4800,4
LC10211,Fully Paid,12.99%,12,20.86,21,0,0,0,220000,17,MORTGAGE,debt_consolidation,13,4 years,Not Verified,0,13450,11
LC10212,Fully Paid,6.99%,3,15.45,15,0,0,0,48528,4,MORTGAGE,credit_card,13,10+ years,Verified,0,28000,24
LC10213,Fully Paid,8.49%,5,11.97,12,0,0,0,86000,7,MORTGAGE,moving,4,6 years,Not Verified,0,4200,4
LC10214,Charged Off,10.59%,8,16.62,17,1,1,1-4,83200,7,RENT,other,15,1 year,Verified,2,5000,4
LC10215,Fully Paid,10.99%,9,10.16,10,0,0,0,205000,16,MORTGAGE,small_business,7,10+ years,Not Verified,0,15075,13
LC10216,Charged Off,10.99%,9,18.2,18,1,0,0,60000,5,RENT,home_improvement,6,n/a,Verified,0,12000,10
LC10217,Fully Paid,16.89%,18,10.91,11,0,0,0,96000,8,OWN,other,18,LT 1year,Not Verified,0,24000,20
LC10218,Charged Off,11.49%,10,16.14,16,1,0,0,60000,5,RENT,other,5,1 year,Not Verified,0,10000,8
LC10219,Fully Paid,11.99%,10,9.38,10,0,3,1-4,105000,8,MORTGAGE,debt_consolidation,17,2 years,Source Verified,0,20000,17
LC1022,Fully Paid,7.90%,4,18.5,18,0,1,1-4,72000,6,MORTGAGE,debt_consolidation,18,LT 1year,Verified,0,25000,21
LC10220,Charged Off,7.49%,4,24.87,25,1,0,0,22000,2,MORTGAGE,debt_consolidation,11,5 years,Not Verified,0,7000,6
LC10221,Charged Off,9.99%,7,15.34,15,1,2,1-4,112000,9,RENT,debt_consolidation,13,2 years,Source Verified,0,10000,8
LC10222,Fully Paid,5.99%,1,15.66,16,0,0,0,63000,5,RENT,credit_card,6,3 years,Not Verified,0,12000,10
LC10223,Fully Paid,9.99%,7,11.86,12,0,1,1-4,25596,2,RENT,debt_consolidation,13,10+ years,Verified,0,9100,8
LC10224,Fully Paid,16.89%,18,14.81,15,0,2,1-4,70000,6,MORTGAGE,debt_consolidation,11,8 years,Verified,0,8400,7
LC10225,Charged Off,17.99%,20,3.54,4,1,3,1-4,60000,5,MORTGAGE,credit_card,6,2 years,Verified,0,12000,10
LC10226,Fully Paid,5.99%,1,5.29,6,0,0,0,85000,7,RENT,debt_consolidation,11,3 years,Verified,0,18000,15
LC10227,Fully Paid,11.99%,10,13.56,14,0,0,0,83000,7,MORTGAGE,major_purchase,7,1 year,Not Verified,0,5000,4
LC10228,Fully Paid,13.49%,13,8.81,9,0,1,1-4,120000,9,MORTGAGE,major_purchase,17,5 years,Verified,0,25000,21
LC10229,Fully Paid,14.17%,14,20.02,20,0,1,1-4,53000,4,MORTGAGE,credit_card,5,10+ years,Not Verified,0,8500,7
LC1023,Fully Paid,6.03%,1,9.49,10,0,0,0,85200,7,MORTGAGE,wedding,9,2 years,Not Verified,0,2500,2
LC10230,Fully Paid,6.99%,3,14.27,14,0,0,0,50000,4,MORTGAGE,debt_consolidation,4,10+ years,Source Verified,0,8000,7
LC10231,Fully Paid,6.99%,3,3.75,4,0,1,1-4,65000,5,RENT,debt_consolidation,6,4 years,Source Verified,0,4000,3
LC10232,Fully Paid,20.25%,23,19.26,19,0,0,0,42500,3,RENT,debt_consolidation,11,1 year,Source Verified,0,9100,8
LC10233,Charged Off,11.49%,10,7.18,7,1,1,1-4,80000,6,MORTGAGE,vacation,17,5 years,Not Verified,0,1000,1
LC10234,Fully Paid,11.49%,10,20.38,20,0,3,1-4,100000,8,MORTGAGE,debt_consolidation,10,4 years,Not Verified,0,9500,8
LC10235,Fully Paid,9.99%,7,10.86,11,0,0,0,74000,6,MORTGAGE,credit_card,13,2 years,Verified,1,6000,5
LC10236,Fully Paid,15.23%,15,20.35,20,0,2,1-4,48000,4,RENT,home_improvement,8,10+ years,Verified,0,7000,6
LC10237,Fully Paid,7.49%,4,10.36,11,0,0,0,30000,2,OWN,debt_consolidation,12,LT 1year,Source Verified,0,3200,3
LC10238,Fully Paid,15.99%,16,4.65,5,0,3,1-4,648000,30,MORTGAGE,home_improvement,15,1 year,Not Verified,0,7500,6
LC10239,Fully Paid,14.79%,15,13.9,14,0,2,1-4,52500,4,RENT,debt_consolidation,16,LT 1year,Not Verified,0,12000,10
LC1024,Fully Paid,19.03%,21,13.13,13,0,0,0,85000,7,MORTGAGE,other,6,LT 1year,Not Verified,0,12500,11
LC10240,Fully Paid,17.49%,19,16.44,16,0,2,1-4,76365,6,OWN,debt_consolidation,9,5 years,Not Verified,0,9000,8
LC10241,Fully Paid,10.59%,8,17.52,17,0,1,1-4,42886,3,RENT,small_business,10,2 years,Verified,1,35000,29
LC10242,Fully Paid,8.49%,5,6.39,7,0,0,0,168000,13,MORTGAGE,home_improvement,6,10+ years,Not Verified,0,5000,4
LC10243,Fully Paid,5.42%,1,5.34,6,0,0,0,65000,5,MORTGAGE,car,8,9 years,Source Verified,1,4000,3
LC10244,Fully Paid,10.99%,9,5.43,6,0,0,0,160000,12,MORTGAGE,credit_card,9,10+ years,Verified,0,7500,6
LC10245,Fully Paid,10.99%,9,16.41,16,0,0,0,120000,9,MORTGAGE,debt_consolidation,8,6 years,Source Verified,0,15000,13
LC10246,Fully Paid,19.29%,21,19.86,20,0,1,1-4,38000,3,MORTGAGE,house,5,2 years,Not Verified,0,14000,12
LC10247,Fully Paid,7.49%,4,4.78,5,0,0,0,81120,6,RENT,car,9,LT 1year,Not Verified,0,3500,3
LC10248,Fully Paid,5.99%,1,26.45,26,0,0,0,32000,3,MORTGAGE,debt_consolidation,11,10+ years,Source Verified,0,12000,10
LC10249,Fully Paid,13.49%,13,27.77,27,0,0,0,72000,6,RENT,wedding,7,1 year,Source Verified,0,10000,8
LC1025,Fully Paid,12.69%,11,21.06,21,0,1,1-4,38400,3,RENT,debt_consolidation,19,5 years,Source Verified,0,12000,10
LC10250,Fully Paid,7.49%,4,18.98,19,0,0,0,60000,5,RENT,house,7,n/a,Verified,0,15000,13
LC10251,Fully Paid,10.99%,9,7.42,8,0,0,0,76000,6,RENT,home_improvement,15,3 years,Not Verified,0,2400,2
LC10252,Fully Paid,5.99%,1,4.16,5,0,0,0,66420,5,MORTGAGE,credit_card,8,LT 1year,Source Verified,0,7000,6
LC10253,Fully Paid,10.59%,8,11.63,12,0,0,0,65004,5,RENT,other,7,2 years,Source Verified,0,10000,8
LC10254,Fully Paid,5.42%,1,0.74,1,0,0,0,65000,5,RENT,credit_card,7,10+ years,Source Verified,0,14500,12
LC10255,Fully Paid,15.99%,16,17.46,17,0,0,0,61500,5,MORTGAGE,debt_consolidation,13,3 years,Not Verified,0,7000,6
LC10256,Charged Off,6.99%,3,22.72,22,1,0,0,34800,3,MORTGAGE,small_business,3,1 year,Not Verified,0,6000,5
LC10257,Fully Paid,12.99%,12,15.27,15,0,0,0,36000,3,RENT,small_business,9,10+ years,Verified,0,35000,29
LC10258,Fully Paid,8.49%,5,19.83,20,0,1,1-4,46000,4,RENT,debt_consolidation,9,2 years,Verified,0,4750,4
LC10259,Charged Off,12.99%,12,18.65,19,1,0,0,104004,8,RENT,car,4,LT 1year,Not Verified,0,17000,14
LC1026,Fully Paid,6.62%,2,16,16,0,0,0,48000,4,MORTGAGE,major_purchase,7,6 years,Source Verified,0,3000,3
LC10260,Fully Paid,15.23%,15,7.37,8,0,1,1-4,160000,12,MORTGAGE,debt_consolidation,3,1 year,Not Verified,0,6000,5
LC10261,Fully Paid,5.42%,1,16.22,16,0,2,1-4,70000,6,OWN,credit_card,6,2 years,Not Verified,0,8000,7
LC10262,Fully Paid,15.99%,16,16.22,16,0,0,0,96188,8,MORTGAGE,credit_card,7,LT 1year,Not Verified,0,6000,5
LC10263,Fully Paid,13.99%,13,16.97,17,0,1,1-4,35000,3,MORTGAGE,debt_consolidation,8,n/a,Source Verified,0,9975,8
LC10264,Fully Paid,7.49%,4,25.36,25,0,0,0,30000,2,MORTGAGE,small_business,8,10+ years,Verified,1,28000,24
LC10265,Charged Off,13.99%,13,9.03,9,1,1,1-4,48000,4,RENT,debt_consolidation,10,6 years,Not Verified,0,12800,11
LC10266,Charged Off,20.25%,23,21.12,21,1,0,0,31200,3,RENT,other,6,LT 1year,Source Verified,0,8000,7
LC10267,Fully Paid,7.29%,3,8,8,0,0,0,24000,2,OWN,vacation,8,10+ years,Verified,0,17825,15
LC10268,Fully Paid,16.89%,18,21.61,21,0,3,1-4,90000,7,MORTGAGE,debt_consolidation,14,10+ years,Not Verified,0,3000,3
LC10269,Fully Paid,6.99%,3,26.22,26,0,2,1-4,78000,6,MORTGAGE,debt_consolidation,7,LT 1year,Source Verified,0,6000,5
LC1027,Fully Paid,14.65%,14,1.82,2,0,1,1-4,192000,15,RENT,wedding,8,5 years,Not Verified,0,10000,8
LC10270,Fully Paid,6.99%,3,14.94,15,0,0,0,65000,5,MORTGAGE,debt_consolidation,9,1 year,Source Verified,1,12000,10
LC10271,Fully Paid,7.49%,4,3.76,4,0,0,0,36996,3,RENT,major_purchase,15,10+ years,Verified,0,8000,7
LC10272,Fully Paid,10.99%,9,3.71,4,0,0,0,390000,30,MORTGAGE,home_improvement,13,LT 1year,Not Verified,1,2525,2
LC10273,Fully Paid,14.79%,15,8.79,9,0,1,1-4,65004,5,MORTGAGE,wedding,8,7 years,Source Verified,0,1000,1
LC10274,Fully Paid,9.99%,7,8.95,9,0,1,1-4,31104,3,RENT,car,11,1 year,Source Verified,0,6000,5
LC10275,Fully Paid,17.49%,19,15.89,16,0,3,1-4,34200,3,RENT,small_business,4,5 years,Source Verified,0,10000,8
LC10276,Fully Paid,11.49%,10,13.73,14,0,0,0,110000.04,9,MORTGAGE,major_purchase,5,6 years,Verified,0,9000,8
LC10277,Fully Paid,7.49%,4,14.49,15,0,0,0,58216,5,RENT,debt_consolidation,11,5 years,Source Verified,0,5000,4
LC10278,Fully Paid,7.49%,4,15.54,16,0,0,0,70446.2,6,RENT,credit_card,6,4 years,Verified,0,22750,19
LC10279,Fully Paid,12.99%,12,16.67,17,0,0,0,47000,4,RENT,credit_card,5,3 years,Verified,0,20000,17
LC1028,Fully Paid,12.42%,11,6.14,6,0,0,0,35000,3,RENT,house,4,3 years,Verified,0,22000,19
LC10280,Fully Paid,8.49%,5,16.47,16,0,1,1-4,55000,4,MORTGAGE,debt_consolidation,10,9 years,Not Verified,0,8375,7
LC10281,Fully Paid,6.99%,3,26.33,26,0,0,0,53000,4,RENT,small_business,3,2 years,Not Verified,0,9750,8
LC10282,Fully Paid,5.99%,1,8.88,9,0,1,1-4,40000,3,MORTGAGE,debt_consolidation,9,LT 1year,Source Verified,0,12250,10
LC10283,Charged Off,12.99%,12,8.26,8,1,2,1-4,156996,12,MORTGAGE,other,8,LT 1year,Not Verified,0,5000,4
LC10284,Fully Paid,14.79%,15,10.22,10,0,1,1-4,160000,12,MORTGAGE,educational,19,LT 1year,Not Verified,0,12000,10
LC10285,Charged Off,21.36%,25,5.87,6,1,1,1-4,225000,17,MORTGAGE,other,4,LT 1year,Not Verified,0,3200,3
LC10286,Fully Paid,7.49%,4,6.4,7,0,0,0,150075,12,OWN,home_improvement,11,2 years,Verified,0,10000,8
LC10287,Fully Paid,13.49%,13,28.88,28,0,0,0,145000,11,MORTGAGE,credit_card,10,LT 1year,Verified,0,8000,7
LC10288,Charged Off,16.49%,17,20.07,20,1,0,0,71880,6,MORTGAGE,credit_card,4,10+ years,Source Verified,0,8000,7
LC10289,Fully Paid,6.99%,3,2.23,3,0,0,0,250000,19,MORTGAGE,other,3,1 year,Not Verified,0,2100,2
LC1029,Fully Paid,7.90%,4,24.15,24,0,0,0,32500,3,MORTGAGE,home_improvement,9,8 years,Verified,0,7200,6
LC10290,Fully Paid,10.99%,9,13.23,13,0,0,0,35000,3,RENT,debt_consolidation,10,10+ years,Source Verified,0,8000,7
LC10291,Fully Paid,20.62%,23,21.16,21,0,0,0,130000,10,MORTGAGE,debt_consolidation,10,LT 1year,Source Verified,1,5000,4
LC10292,Fully Paid,16.89%,18,23.52,23,0,0,0,48000,4,RENT,credit_card,7,2 years,Not Verified,0,2500,2
LC10293,Fully Paid,20.25%,23,4.8,5,0,0,0,62000,5,MORTGAGE,major_purchase,5,9 years,Source Verified,0,9600,8
LC10294,Fully Paid,19.69%,22,16.13,16,0,0,0,84000,7,MORTGAGE,credit_card,8,4 years,Not Verified,0,12000,10
LC10295,Charged Off,8.49%,5,15.81,16,1,2,1-4,96000,8,MORTGAGE,other,3,4 years,Not Verified,0,5000,4
LC10296,Fully Paid,11.49%,10,14.41,14,0,0,0,90372,7,MORTGAGE,debt_consolidation,5,5 years,Not Verified,0,7500,6
LC10297,Fully Paid,19.69%,22,17.93,18,0,2,1-4,75500,6,OWN,debt_consolidation,4,10+ years,Not Verified,0,10000,8
LC10298,Fully Paid,12.99%,12,21.84,22,0,0,0,51000,4,MORTGAGE,debt_consolidation,6,7 years,Source Verified,0,10000,8
LC10299,Fully Paid,6.99%,3,6.53,7,0,0,0,49441.6,4,OWN,debt_consolidation,8,4 years,Verified,0,21000,18
LC103,Fully Paid,20.30%,23,19.88,20,0,1,1-4,100904,8,MORTGAGE,credit_card,12,5 years,Not Verified,0,12000,10
LC1030,Fully Paid,7.51%,4,19.88,20,0,1,1-4,65000,5,RENT,debt_consolidation,15,5 years,Verified,0,25000,21
LC10300,Fully Paid,20.25%,23,23.22,23,0,2,1-4,123000,10,MORTGAGE,debt_consolidation,11,LT 1year,Not Verified,0,12000,10
LC10301,Fully Paid,15.99%,16,19.66,20,0,0,0,100000,8,RENT,credit_card,7,7 years,Not Verified,0,6000,5
LC10302,Fully Paid,19.69%,22,24.61,24,0,0,0,71102,6,MORTGAGE,debt_consolidation,7,6 years,Source Verified,0,2400,2
LC10303,Fully Paid,8.49%,5,27.5,27,0,0,0,38400,3,MORTGAGE,credit_card,5,n/a,Source Verified,0,9000,8
LC10304,Fully Paid,7.49%,4,13.29,13,0,0,0,78204,6,RENT,other,6,1 year,Not Verified,0,1600,1
LC10305,Fully Paid,16.49%,17,12.19,12,0,1,1-4,45000,4,MORTGAGE,home_improvement,6,9 years,Verified,0,25975,22
LC10306,Fully Paid,11.49%,10,15.49,15,0,0,0,84000,7,MORTGAGE,other,8,1 year,Not Verified,0,8500,7
LC10307,Fully Paid,19.69%,22,4.66,5,0,0,0,100000,8,MORTGAGE,other,12,7 years,Not Verified,0,2500,2
LC10308,Fully Paid,12.99%,12,24.16,24,0,1,1-4,72972.35,6,MORTGAGE,credit_card,15,10+ years,Verified,0,25000,21
LC10309,Charged Off,21.74%,25,14.41,14,1,1,1-4,80000,6,OWN,car,6,8 years,Verified,0,12000,10
LC1031,Fully Paid,7.90%,4,3.7,4,0,0,0,36000,3,RENT,debt_consolidation,5,1 year,Source Verified,0,10000,8
LC10310,Charged Off,19.69%,22,13.72,14,1,3,1-4,72000,6,MORTGAGE,credit_card,7,10+ years,Not Verified,0,13500,11
LC10311,Fully Paid,17.88%,19,9.96,10,0,8,5-8,146000,11,MORTGAGE,major_purchase,6,LT 1year,Not Verified,0,6000,5
LC10312,Fully Paid,20.11%,23,8.38,9,0,1,1-4,120000,9,RENT,debt_consolidation,11,LT 1year,Not Verified,0,6000,5
LC10313,Fully Paid,8.49%,5,14.68,15,0,0,0,73500,6,RENT,wedding,7,10+ years,Verified,0,20000,17
LC10314,Fully Paid,20.62%,23,23.33,23,0,0,0,61200,5,MORTGAGE,credit_card,7,10+ years,Verified,0,16000,14
LC10315,Fully Paid,17.99%,20,12.52,13,0,1,1-4,50220,4,MORTGAGE,small_business,6,6 years,Verified,0,25000,21
LC10316,Fully Paid,11.99%,10,4.84,5,0,1,1-4,56000,4,OWN,medical,3,10+ years,Verified,0,20000,17
LC10317,Fully Paid,8.49%,5,25.04,25,0,0,0,45000,4,RENT,major_purchase,4,6 years,Not Verified,0,5000,4
LC10318,Fully Paid,16.02%,17,16.69,17,0,4,1-4,252361,20,RENT,credit_card,11,10+ years,Not Verified,0,2675,2
LC10319,Fully Paid,15.23%,15,15.34,15,0,1,1-4,105000,8,MORTGAGE,debt_consolidation,15,3 years,Source Verified,0,10000,8
LC1032,Fully Paid,15.96%,16,6.01,6,0,6,5-8,132000,10,MORTGAGE,debt_consolidation,15,1 year,Verified,0,6000,5
LC10320,Fully Paid,7.49%,4,8.96,9,0,1,1-4,60000,5,RENT,debt_consolidation,17,LT 1year,Verified,0,6925,6
LC10321,Fully Paid,18.39%,20,16.41,16,0,0,0,140000,11,MORTGAGE,other,8,10+ years,Not Verified,0,6000,5
LC10322,Charged Off,11.99%,10,22.83,23,1,0,0,40000,3,OWN,major_purchase,11,6 years,Source Verified,0,6000,5
LC10323,Fully Paid,13.99%,13,24.64,24,0,2,1-4,41000,3,MORTGAGE,car,19,6 years,Source Verified,0,14750,12
LC10324,Fully Paid,6.99%,3,29.86,29,0,0,0,50000,4,OWN,house,7,10+ years,Source Verified,0,4000,3
LC10325,Fully Paid,6.99%,3,18.76,19,0,1,1-4,61200,5,MORTGAGE,credit_card,11,LT 1year,Source Verified,0,4800,4
LC10326,Fully Paid,7.49%,4,11.38,12,0,2,1-4,150000,12,RENT,debt_consolidation,13,LT 1year,Verified,0,13000,11
LC10327,Fully Paid,15.23%,15,19.96,20,0,2,1-4,60000,5,RENT,moving,14,n/a,Not Verified,0,12000,10
LC10328,Fully Paid,10.59%,8,14.36,14,0,1,1-4,200004,16,RENT,debt_consolidation,10,1 year,Not Verified,0,9000,8
LC10329,Fully Paid,5.42%,1,7.71,8,0,0,0,35000,3,OWN,debt_consolidation,9,4 years,Verified,0,19125,16
LC1033,Fully Paid,17.58%,19,8.1,8,0,1,1-4,81060,6,MORTGAGE,debt_consolidation,7,8 years,Verified,1,10000,8
LC10330,Charged Off,17.99%,20,8.58,9,1,1,1-4,75000,6,RENT,home_improvement,4,5 years,Source Verified,0,12250,10
LC10331,Fully Paid,18.79%,21,9.44,10,0,3,1-4,300000,23,RENT,major_purchase,11,LT 1year,Not Verified,0,16000,14
LC10332,Fully Paid,15.23%,15,12.92,13,0,1,1-4,95000,7,OWN,home_improvement,10,10+ years,Verified,0,20000,17
LC10333,Fully Paid,10.99%,9,5.88,6,0,0,0,30000,2,MORTGAGE,wedding,7,6 years,Not Verified,0,1200,1
LC10334,Fully Paid,8.49%,5,0.31,1,0,1,1-4,84000,7,RENT,debt_consolidation,11,2 years,Not Verified,0,16000,14
LC10335,Fully Paid,23.59%,28,22.28,22,0,1,1-4,100000,8,RENT,debt_consolidation,7,LT 1year,Not Verified,0,7750,7
LC10336,Charged Off,18.39%,20,5.92,6,1,2,1-4,45000,4,MORTGAGE,major_purchase,2,LT 1year,Source Verified,0,4125,4
LC10337,Fully Paid,19.69%,22,21.93,22,0,1,1-4,115740,9,MORTGAGE,other,9,2 years,Not Verified,1,1000,1
LC10338,Fully Paid,5.42%,1,7.84,8,0,1,1-4,58000,5,MORTGAGE,credit_card,7,n/a,Not Verified,0,3250,3
LC10339,Charged Off,12.99%,12,11.88,12,1,1,1-4,70000,6,MORTGAGE,wedding,13,7 years,Source Verified,0,4750,4
LC1034,Fully Paid,17.58%,19,7.48,8,0,0,0,89000,7,RENT,other,11,2 years,Not Verified,0,5500,5
LC10340,Fully Paid,18.79%,21,18.73,19,0,2,1-4,85000,7,RENT,other,2,4 years,Not Verified,0,5000,4
LC10341,Fully Paid,17.99%,20,7.83,8,0,1,1-4,40000,3,OWN,debt_consolidation,14,6 years,Verified,0,35000,29
LC10342,Fully Paid,18.39%,20,10.47,11,0,3,1-4,80000,6,MORTGAGE,debt_consolidation,6,3 years,Verified,0,25000,21
LC10343,Charged Off,22.48%,26,14.83,15,1,0,0,36000,3,RENT,debt_consolidation,18,2 years,Source Verified,0,4050,3
LC10344,Charged Off,15.62%,16,23.63,23,1,2,1-4,125000,10,MORTGAGE,educational,7,2 years,Not Verified,0,1500,1
LC10345,Fully Paid,18.39%,20,14.66,15,0,2,1-4,52400,4,RENT,moving,6,1 year,Source Verified,0,7000,6
LC10346,Fully Paid,10.59%,8,6.9,7,0,0,0,114996,9,RENT,credit_card,13,1 year,Not Verified,0,2650,2
LC10347,Fully Paid,20.62%,23,2.33,3,0,0,0,36000,3,RENT,debt_consolidation,6,10+ years,Source Verified,0,21600,18
LC10348,Charged Off,16.89%,18,12.98,13,1,1,1-4,54000,4,MORTGAGE,wedding,6,3 years,Not Verified,0,11900,10
LC10349,Fully Paid,7.49%,4,29.38,29,0,0,0,85000,7,RENT,major_purchase,8,10+ years,Not Verified,0,10000,8
LC1035,Charged Off,7.90%,4,9.16,9,1,1,1-4,69600,6,OWN,major_purchase,8,5 years,Source Verified,0,5000,4
LC10350,Fully Paid,15.23%,15,11.42,12,0,3,1-4,220000,17,MORTGAGE,medical,4,3 years,Not Verified,0,3000,3
LC10351,Charged Off,10.59%,8,21.34,21,1,0,0,84000,7,MORTGAGE,major_purchase,9,LT 1year,Source Verified,1,5600,5
LC10352,Fully Paid,13.49%,13,25.04,25,0,0,0,44000,4,RENT,debt_consolidation,19,3 years,Verified,2,9000,8
LC10353,Fully Paid,10.99%,9,4.39,5,0,0,0,230000,18,MORTGAGE,car,17,10+ years,Not Verified,0,5000,4
LC10354,Charged Off,15.99%,16,23.81,24,1,1,1-4,64500,5,RENT,home_improvement,12,2 years,Not Verified,0,2000,2
LC10355,Fully Paid,11.99%,10,12.12,12,0,0,0,72000,6,MORTGAGE,debt_consolidation,7,6 years,Source Verified,0,18000,15
LC10356,Fully Paid,17.49%,19,0.52,1,0,1,1-4,85000,7,MORTGAGE,other,8,5 years,Not Verified,0,10000,8
LC10357,Fully Paid,12.99%,12,14.07,14,0,1,1-4,43000,3,RENT,debt_consolidation,8,10+ years,Verified,0,35000,29
LC10358,Charged Off,17.49%,19,17.25,17,1,1,1-4,46200,4,OWN,major_purchase,8,1 year,Not Verified,0,8000,7
LC10359,Fully Paid,10.99%,9,19.68,20,0,0,0,70800,6,MORTGAGE,other,5,LT 1year,Source Verified,2,6000,5
LC1036,Fully Paid,16.77%,18,21.38,21,0,1,1-4,19200,2,MORTGAGE,debt_consolidation,7,1 year,Verified,0,13200,11
LC10360,Fully Paid,12.99%,12,2.74,3,0,1,1-4,42500,3,RENT,debt_consolidation,9,1 year,Source Verified,0,15000,13
LC10361,Fully Paid,13.49%,13,20.4,20,0,0,0,38000,3,MORTGAGE,debt_consolidation,10,3 years,Not Verified,0,8000,7
LC10362,Fully Paid,11.49%,10,19.84,20,0,0,0,36780,3,RENT,debt_consolidation,9,8 years,Verified,0,35000,29
LC10363,Fully Paid,21.36%,25,3.69,4,0,1,1-4,39000,3,RENT,medical,7,1 year,Source Verified,0,6400,5
LC10364,Fully Paid,7.49%,4,19.62,19,0,0,0,52000,4,RENT,debt_consolidation,6,LT 1year,Verified,0,19000,16
LC10365,Fully Paid,10.99%,9,18.06,18,0,0,0,40000,3,RENT,debt_consolidation,20,8 years,Verified,0,13750,12
